province,year,GDP (100million),GDP per capita,Agricultural population (10thousand),Rural final consumption expenditure (100million),Total export (10000 USD),Fixed asset investment (10000),Urban residents final consumption expenditure (100million),Total population (10thousand),Primary industry added value (100million),Tertiary industry added value (100million),Secondary industry added value (100million),Fiscal expenditure (10000),Fiscal revenue (10000),Total import and export (10000 USD),Total import (10000 USD),Non-agricultural population (10thousand)
内蒙古,1988年,270.81,1291.0,1461.9,77.59,29393.0,720500.0,71.98,2093.9,90.2,94.89,85.72,510137,241343,37968.0,8575,632.0
内蒙古,1989年,292.69,1377.0,1470.8,81.5,33630.0,706800.0,79,2122.2,89.08,104.65,98.96,558124,286700,43312.0,9682,651.5
内蒙古,1990年,319.31,1478.0,1496.8,86.44,32456.0,707700.0,83.35,2162.6,112.57,104.31,102.43,609023,329800,48430.0,15974.0,665.7
内蒙古,1991年,359.66,1642.0,1506.9,93.35,41865.0,1006600.0,95.26,2183.9,117.19,118.44,124.03,666190,394000,59964.0,18099,677.0
内蒙古,1992年,372.0,1906.0,1519.5,101.92,58887.0,1492400.0,106.18,2206.6,127.0,94.0,151.0,720731.0,390800.0,93555.0,34668.0,687.1
内蒙古,1993年,486.62,2176.0,1525.2,108.73,64878.0,2066300.0,144.67,2232.4,149.96,128.61,208.05,882773.0,561200.0,120283.0,55405.0,707.2
内蒙古,1994年,695.06,3094.0,1534.6,135.91,59565.0,2509900.0,191.98,2260.5,208.53,232.01,254.52,928235,682300.0,106128.0,46563.0,725.9
内蒙古,1995年,857.06,3772.0,1541.3,181.91,60840.0,2730600.0,231.06,2284.4,260.18,288.1,308.78,1022000.0,763500.0,112310.0,51470.0,743.1
内蒙古,1996年,1023.09,4457.0,1546.8,201.49,68590.0,2041000.0,266.8,2306.6,312.82,345.5,364.77,1264000.0,932403.0,124981.0,56391.0,759.8
内蒙古,1997年,1153.51,4980.0,1549.6,220.25,73519.0,2198000.0,296.82,2325.7,322.52,408.6,422.39,1429118.0,1112749.0,131027.0,57508.0,776.1
内蒙古,1998年,1262.54,5406.0,1552.1,226.71,82343.0,2496000.0,312.42,2344.9,341.62,462.06,458.86,1817593.0,1312330.0,138581.0,56238.0,792.8
内蒙古,1999年,1379.31,5861.0,1553.7,224.28,90605.0,3833700.0,368.66,2361.9,342.91,525.93,510.47,2128369.0,1436900.0,160786.0,70181.0,808.2
内蒙古,2000年,1539.12,6502.0,1535.4,237.88,102200.0,4304200.0,398.22,2372.0,350.8,605.74,582.6,2610600.0,1555900.0,203600.0,101411.0,837.0
内蒙古,2001年,1713.81,7210.0,1528.4,230.09,114056.0,4183200.0,451.53,2381.4,358.89,699.24,655.68,3359808.0,1677630.0,254819.0,140763.0,853.0
内蒙古,2002年,1940.94,8146.0,1518.0,240.12,137095.0,6870700.0,555.9,2384.1,374.69,811.47,754.78,4133300.0,2068100.0,300494.0,163399.0,866.1
内蒙古,2003年,2388.38,10015.0,1504.5,257.93,144089.0,9765400.0,592.21,2385.8,420.1,1127.4,840.88,4710900.0,1627200.0,311353.0,167264.0,881.3
内蒙古,2004年,2942.35,12315.0,1477.8,271.44,168152.0,13336600.0,694.33,2392.7,522.8,1378.35,1041.21,6027500.0,2382800.0,404865.0,236713.0,915
内蒙古,2005年,3523.7,14695.0,1446.2,311.04,206500.0,25635400.0,880.03,2386.0,589.6,1556.34,1377.8,7346100.0,3350900.0,516200.0,309701.0,956.9
内蒙古,2006年,4161.75,17275.0,1449.3,353.3,214140.0,22917000.0,1030.99,2415.1,634.94,1804.45,1722.36,9149700.0,5945900.0,594717.0,380577.0,965.8
内蒙古,2007年,5166.93,21334.0,1448.5,402.73,294741.0,29634000.0,1290.58,2428.8,762.55,2281.65,2122.73,10835700.0,8354900.0,774460.0,479719.0,980.3
内蒙古,2008年,7762.0,32214.0,1455.1,439.14,357950.0,54680000.0,1596.35,2414.0,907.0,2584.0,4271.0,14652000.0,6506800.0,893315.0,535365.0,989.2
内蒙古,2009年,9725.8,40225.0,1458.9,473.49,232000.0,73189000.0,1845.35,2422.0,929.0,3695.4,5101.4,19268400.0,8508600.0,676395.0,444839.0,999.3
内蒙古,2010年,8199.9,33262.0,1462.0,526.62,333500.0,89299000.0,2166.71,2472.0,1097.8,3681.61,3420.5,22806100.0,10700000.0,871900.0,538409.0,1010.2
内蒙古,2011年,9458.12,38276.0,1469.2,646.78,468723.0,103652000.0,2638.72,2470.1,1309.72,4104.36,4044.04,29892100.0,13566700.0,1193910.0,725187.0,1012.5
内蒙古,2012年,10470.14,42441.0,1464.6,748.5,397045.0,131120100.0,3028.8,2463.9,1453.22,4463.3,4553.62,34259900.0,15527500.0,1125700.0,728622.0,1025.3
内蒙古,2013年,16832.4,67498.0,1466.9,1049.72,409000.0,140705000.0,3418.36,2455.0,1599.4,6148.8,9084.2,36865200.0,17209800.0,1199247.0,789990.0,1030.7
内蒙古,2014年,12158.22,49585.0,1468.9,1132.2,639500.0,175918000.0,3827.1,2449.0,1638.02,5405.77,5114.42,38799800.0,18436700.0,1455400.0,815900.0,1035.9
内蒙古,2015年,12949.0,52972.0,996.88,1187.98,567344.0,135291500.0,4037.26,2440.0,1630.21,6049.24,5269.54,42529600.0,19644800.0,1278400.0,711047.0,
内蒙古,2016年,13789.26,56560.0,978.06,1285.04,447100.0,152834500.0,4322.98,2436.0,1650.56,6558.93,5579.77,45127100.0,20164300.0,1170100.0,723000.0,
内蒙古,2017年,14898.05,61196.0,,1374.8,487796.0,144046000.0,4660.9,2433.0,1649.77,7374.03,5874.25,45299300.0,17032100.0,1387352.0,899556,
内蒙古,2018年,16140.76,66491.0,,,574660.0,,,2422.0,1750.67,8054.7,6335.38,48310000.0,18576500.0,1569027.0,994367,
内蒙古,2019年,17212.5,67852.0,,,547000.0,,,2415.0,1863.2,8530.5,6818.9,,,1594380.0,1047508,
内蒙古,2020年,17359.8,72062.0,,,504000.0,,,2403.0,2025.1,8466.7,6868.0,52701600.0,20512000.0,1518500.0,1014500.0,
内蒙古,2021年,20514.2,85422.0,,,741000.0,,,2400.0,2225.2,8914.8,9374.2,52395700.0,23499500.0,1913631.0,1173533.0,
内蒙古,2022年,23158.6,96474.0,,,943302,,,2401.0,2653.7,9263.1,11241.8,,,2278100.0,1334800,
北京市,1949年,2.77,66,38.2,,,,,420.1,0.64,1.11,1.02,,,,,164.9
北京市,1950年,4.63,108,42.7,,242,3000,,439.3,1.07,1.85,1.71,,,242,,161.6
北京市,1951年,7.66,170,39.9,,125,9000,,463.6,1.76,3.07,2.83,,,125,,182.1
北京市,1952年,8,165,54.5,1.8,63,10000.0,5.1,489.9,1.75,3.08,3.05,,21000,63,,194.3
北京市,1953年,19.28,385,52.1,1.6,101,46000.0,7.5,512.9,3.37,8.06,7.85,,,101,,224.5
北京市,1954年,21.13,395,52.9,1.7,88,73000.0,8,555.7,3.01,8.81,9.31,,,88,,257.5
北京市,1955年,24,427,53,1.9,93,64000.0,8.6,328.0,3.44,10.37,10.07,,,93,,267.1
北京市,1956年,26.83,454,83.9,1.9,168,89000.0,11.1,402.5,3.32,12.12,11.39,,,168,,301.5
北京市,1957年,32.81,525,80.6,2.2,227,75000.0,9.2,415.4,3.49,13.64,15.68,,,227,,320.5
北京市,1958年,34.52,534,281.6,2.4,1300,121000.0,9.8,658.8,3.93,10.24,20.35,,,1300,,350.2
北京市,1959年,46.28,678,276.7,2.3,2495,179000.0,11.5,706.9,3.96,13.63,28.69,,,2495,,407.4
北京市,1960年,57.47,795,276.5,2.3,2553,168000.0,13.2,739.6,4.01,16.43,37.03,,,2553,,455.6
北京市,1961年,36.55,503,287.2,3.8,4657,68000.0,12.1,729.2,3.74,12.39,20.42,,,4657,,396.7
北京市,1962年,29.59,410,303,3.3,4413,28000.0,12.8,732.2,3.74,9.55,16.3,,,4413,,420.6
北京市,1963年,31.72,431,314.3,2.9,4568,37000.0,11.3,759.9,4.12,9.37,18.23,,,4568,,433.1
北京市,1964年,35.99,476,322.4,2.8,5082,56000.0,11.8,776.3,4.83,10.2,20.96,,,5082,,442.6
北京市,1965年,39.79,516,328.1,4.2,4940,79000.0,13.8,787.1,4.96,11.33,23.5,,,4940,,432.0
北京市,1966年,44.41,575,336.4,4.3,5294,58000.0,13.8,782.0,5.24,10.76,28.41,,,5294,,433.7
北京市,1967年,37.86,488,342.7,4.3,4390,38000.0,13.4,796.4,5.3,10.19,22.37,,,4390,,439.3
北京市,1968年,37.82,484,351,4.4,4858,38000.0,13.5,794.7,5.48,10.21,22.13,,,4858,,430.7
北京市,1969年,50.63,654,361.7,4.6,6081,69000.0,13.5,779.6,4.71,12.32,33.6,,,6081,,405.9
北京市,1970年,63.37,824,368.1,4.7,6532,87000.0,12.5,784.3,6.48,11.83,45.06,,,6532,,387.0
北京市,1971年,61.14,787,371.6,4.7,7491,77000.0,12.6,797.4,6.28,12.95,41.91,,,7491,,410.9
北京市,1972年,67.19,836,371.1,4.4,9532,76000.0,13.8,809.2,5.37,14.81,47.01,,,9532,,421.6
北京市,1973年,73.03,893,379.4,5,14851,103000.0,15.7,826.0,6.03,16.55,50.45,,,14851,,426.4
北京市,1974年,80.19,965,381,5.3,15693,138000.0,15,836.8,5.6,18.21,56.38,,,16017,,433
北京市,1975年,91.25,1086,379.6,5.3,17965,187000.0,16.93,844.4,6.04,24.71,60.5,,,19139,,423.0
北京市,1976年,93.84,1111,381.5,5,19565,135000.0,18.39,845.1,5.58,24.67,63.59,,,20667,,447
北京市,1977年,99.09,1162,385.3,5.9,23162,172000.0,20.77,860.5,5.17,26.66,67.26,,,24385,,452.8
北京市,1978年,108.8,1257.0,382.7,7.3,28524,226000.0,23.15,872.0,5.6,26.0,77.2,,505000,30000,1227,467.0
北京市,1979年,120.1,1358.0,375.4,8.66,41757,265000.0,27.61,897.1,5.2,29.9,85.0,,,45036,3279,495.2
北京市,1980年,139.1,1544.0,375.3,10.85,59300,332000.0,33.82,904.3,6.1,37.4,95.6,,,66280,7003,487.0
北京市,1981年,139.2,1526.0,378.2,12.88,63230,366000.0,35.68,919.2,6.6,40.3,92.3,,,70091,6861,522.6
北京市,1982年,154.9,1671.0,383.8,14.43,61339,386000.0,37.6,935.8,10.2,45.1,99.6,,,68921,7582,534
北京市,1983年,183.1,1943.0,386.1,15.97,1468740,513000.0,39.88,954.1,12.7,57.9,112.5,,,3060000,1591186.26,547.1
北京市,1984年,216.6,2262.0,387.1,17.96,1751704,663000.0,46.85,966.6,14.7,71.4,130.5,,,3559284.3,1807580.03,558.1
北京市,1985年,257.1,2643.0,385.4,20.92,62100,940000.0,58.55,989.1,17.7,85.9,153.5,329859,524369,3254341,2816943,549.0
北京市,1986年,284.9,2836.0,384.4,26.69,65252,1062000.0,66.3,975.0,19.0,100.3,165.6,443000,603390,3060236,2688954.18,564.0
北京市,1987年,326.8,3150.0,387.0,29.43,78239.0,1362000.0,78.61,1047.0,24.2,120.4,182.2,497000,636150,2670466.0,2316092,584.0
北京市,1988年,410.2,3892.0,387.0,36.52,99121.0,1630000.0,94.73,1061.0,36.9,152.4,220.9,529340,681093,2988576.0,2592689,597.0
北京市,1989年,456.0,4269.0,390.5,39.88,102336.0,1395000.0,92.21,1075.0,38.3,165.9,251.8,609000,724000,2861489.0,2559146,612.0
北京市,1990年,500.8,4635.0,392.1,37.09,112200.0,1792000.0,120.61,1032.2,43.7,195.1,262.0,687000,762000,2364476.0,1923128.09,640.1
北京市,1991年,598.9,5494.0,391.1,38.59,123987.0,1920000.0,116.03,1094.0,45.5,262.9,290.5,807000,898000,2424137.0,1967023.16,648.4
北京市,1992年,707.2,6468.0,388.6,41.43,152555.0,2660000.0,136.97,1102.0,47.0,314.4,345.8,728000.0,817000.0,2498241.0,1937204.0,656.3
北京市,1993年,863.53,8240.0,382.5,46.07,137056.0,4188100.0,154.26,1112.0,53.57,395.17,414.79,810000.0,862000.0,2791700.0,2121769.0,669.0
北京市,1994年,1149.8,10280.0,378.0,59.2,834205.0,6488000.0,197.6,1125.0,66.8,570.3,512.7,985000,459000.0,2888079.0,2093221.0,683.84
北京市,1995年,1516.2,12762.0,373.4,90.53,1024977.0,8415000.0,296.93,1251.0,72.2,805.7,638.3,1544028.0,1153000.0,3703513.0,2678536.0,698.04
北京市,1996年,1819.4,14495.0,368.0,103.69,811975.0,8241000.0,359.07,1259.0,75.0,1035.2,709.2,1874500.0,1509030.0,2933018.0,2119858.0,710.0
北京市,1997年,1807.5,16658.0,366.9091,107.91,961103.0,8928000.0,395.63,1240.0,85.0,971.7,750.8,2364000.0,1823161.0,3039000.0,2077790.0,725.3699
北京市,1998年,2439.1,19625.0,361.6901,112.26,1051293.0,10483000.0,454.36,1246.0,77.9,1527.1,834.1,2807000.0,2294497.0,3050608.0,1999315.0,736.0686
北京市,1999年,2759.8,22054.0,356.7407,112.52,990352.0,11706000.0,521.24,1257.0,78.4,1781.5,900.0,3552000.0,2814000.0,3436000.0,2445599.0,749.4576
北京市,2000年,3277.8,25014.0,350.6822,128.19,1197000.0,12974000.0,682.61,1357.0,79.3,2174.9,1023.7,4430000.0,3450000.0,4962200.0,3743125.0,762.8441
北京市,2001年,2817.57,28097.0,345.4516,131.99,1177236.0,14103200.0,1106.28,1385.0,93.0,1660.85,1063.72,5591063.0,4542000.0,5154131.0,3972572.0,782.4414
北京市,2002年,4525.7,32231.0,332.5787,147.41,1261464.0,18143000.0,901.8,1423.0,82.4,3208.2,1235.1,6283500.0,5340000.0,5251000.0,3989406.0,806.9
北京市,2003年,5267.2,36583.0,320.4769,163.18,1690000.0,21571000.0,1582.33,1456.0,84.1,3726.7,1456.4,7372000.0,5925388.0,6850017.0,5161335.0,833.5864
北京市,2004年,6252.5,42402.0,309.5679,172.15,2057500.0,25283000.0,1824.63,1493.0,85.4,4393.4,1773.7,8983000.0,7445000.0,9465500.0,7409000.0,858.1913
北京市,2005年,7149.8,47182.0,301.2339,184.92,3090000.0,25954100.0,2063.1,1538.0,86.9,5155.5,1907.4,10583114.0,9192098.0,12551000.0,9470066.0,882.9084
北京市,2006年,8387.0,53438.0,292.8397,191.21,3798400.0,33715000.0,2424.1,1601.0,87.2,6227.7,2072.1,12968400.0,11172000.0,15804000.0,12019304.5,907.1247
北京市,2007年,10425.5,63629.0,284.9106,226.93,4893000.0,39666000.0,2812.1,1676.0,99.4,7912.8,2413.4,16495000.0,14926400.0,19300000.0,14402302.0,931.3362
北京市,2008年,10488.0,63029.0,279.1457,255.6,5749961.0,38150000.0,3130.01,1695.0,113.0,7682.0,2693.0,19592900.0,18373235.0,27169000.0,21425763.4,950.71
北京市,2009年,11865.9,68788.0,274.2013,298.0,4838000.0,46169000.0,3523.5,1755.0,118.3,9004.5,2743.2,23193700.0,20268100.0,21473000.0,16648107.2,973.3234
北京市,2010年,13777.94,73856.0,268.5863,347.0,5547000.0,50026000.0,4301.8,1961.0,124.0,10601.0,3388.0,27173200.0,23539300.0,30141000.0,24602067.0,993.114
北京市,2011年,17188.8,86246.0,2643591.0,378.0,5902500.0,59106000.0,5147.1,2024.0,134.5,13491.0,3563.3,32452300.0,30063000.0,38949500.0,33046977.8,10165566.0
北京市,2012年,19024.7,92758.0,258.2938,413.2,5965000.0,64628000.0,5790.1,2078.0,148.4,15020.3,3856.0,36853100.0,33149300.0,40791600.0,34827000.0,1039.3
北京市,2013年,19500.6,93213.0,251.4897,508.07,6311000.0,67975400.0,6466.25,2125.0,161.8,14986.4,4352.3,41736600.0,36611100.0,42910300.0,36586000.0,1066.3383
北京市,2014年,21330.83,99995.0,243.7042,597.0,6235000.0,75623000.0,7094.6,2171.0,159.2,18333.9,4433.0,45246700.0,40271600.0,41554000.0,35331000.0,1090.9725
北京市,2015年,23014.59,106497.0,,653.2,5467000.0,74460200.0,7818.2,2188.0,140.4,18884.7,4660.6,57377000.0,47238600.0,31944000.0,26494583.31,
北京市,2016年,25669.13,118198.0,293,712.3,5184000.0,84617000.0,9909.4,2195.0,129.8,20594.9,4944.4,64067700.0,50812600.0,28203000.0,23019000.0,
北京市,2017年,28014.94,128994.0,,767.5,5850000.0,89481000.0,10724.0,2194.0,120.4,22567.8,5326.8,68245300.0,54307900.0,32400000.0,,
北京市,2018年,30319.98,140211.0,,,7417000.0,80013000,,2192.0,120.6,27508.1,5477.3,74710000.0,57859200.0,41250000.0,,
北京市,2019年,35371.3,164220.0,,,7500000.0,,,2190.0,113.7,29542.5,5715.1,,,41650000.0,,
北京市,2020年,36102.6,164889.0,,,6701000.0,,,2189.0,107.6,30278.6,5716.4,71161800.0,54838900.0,33650000.0,26933000.0,
北京市,2021年,40269.6,183980.0,,,9464000.0,,,2189.0,111.3,32889.6,7268.6,72051200.0,59323100.0,47102000.0,37638000.0,
北京市,2022年,41611.0,190313.0,,,,,,2184.0,112.0,34894.3,6605.1,,,54650000.0,,
吉林省,1949年,,,828.2,,,2000,,1008.5,,,,,,,,180.3
吉林省,1950年,,,836.6,,,6000,,1029.5,,,,,,,,192.9
吉林省,1951年,,,824.4,,,7102,,1039.8,,,,,,,,215.4
吉林省,1952年,16.6,153,831.6,,,19000.0,,1064.6,9.2,2.82,4.54,10200,35721,,,233
吉林省,1953年,19,166,821.2,,,32089.0,,1133.2,8.94,4.03,6,15877,46966,,,312
吉林省,1954年,20.43,176,837,,1512,54000.0,,1164.7,9.1,4.4,7,20197,51187,1512,,327.7
吉林省,1955年,21.13,177,851.2,,770,56000.0,,1210.1,9.9,4.8,6.5,17949,50355,800,,350.9
吉林省,1956年,24.6,200,905.9,,874,65000.0,,1231.5,10.6,5.82,8.2,27323,58309,900,,318.6
吉林省,1957年,25.22,202,885.6,,1106,42240.0,,1255.1,8.81,6.33,10.1,26200,68500,1106,,365.5
吉林省,1958年,31.2,243,880.2,,1185,84000.0,,1287.9,9.3,6.9,15,65541,81858,1200,,400.7
吉林省,1959年,37.2,280,844.3,,1589,107435.0,,1320.6,9.91,7.6,19.7,85035,115141,1619,30,468.7
吉林省,1960年,41.83,289,847.9,,2002,111000.0,,1404.7,8.3,8.93,24.64,116253,140770,2100,92,549.2
吉林省,1961年,31.9,213,891.2,,1356,51020.0,,1414.3,10.34,8.33,13.22,60272,69013,1400,20,523.1
吉林省,1962年,31.4,210,995.9,,829,39150.0,,1476.4,9.92,8.54,12.9,39800,49207,849,20,480.5
吉林省,1963年,35.94,235,1043.1,,1159,52134.0,,1537.1,11.7,8.6,15.7,52041,60041,1200,10,494
吉林省,1964年,38.5,246,1091.4,,1393,69000.0,,1595.2,11.72,8.8,18,52619,67405,1416,23,503.7
吉林省,1965年,42.93,262,1118.9,,2888,68000.0,,1639.1,13.2,9.1,20.7,53434,72600,3021,133,520.2
吉林省,1966年,46.7,277,1152.9,,1639,59437.0,,1679.3,16.3,9.5,21,65268,81766,1820,181,526.4
吉林省,1967年,44.3,257,1179.9,,738,44000.0,,1722.1,17.7,9.11,17.5,57543,53631,930,192,542.2
吉林省,1968年,42.5,240,1210.6,,361,42000.0,,1766.3,17.2,9.2,16.2,49710,35433,500,126,555.7
吉林省,1969年,45.2,250,1265.6,,414,64356.0,,1808.2,14.3,9.8,21.12,71305,71659,802,388,542.6
吉林省,1970年,56.1,303,1305.3,,93,88184.0,,1860.4,18.73,10.8,26.6,96528,103100,500,402,555.1
吉林省,1971年,60.9,319,1336.3,,5415,116194.0,,1915.2,19.6,11.5,29.9,97445,136385,5700,238,578.9
吉林省,1972年,56.02,286,1366.2,,3346,116000.0,,1962.7,15.53,11.23,29.3,109358,144236,3900,516,596.5
吉林省,1973年,63.33,316,1396.4,,6837,134000.0,,2007.9,21.3,11.8,30.3,113029,133514,7300,453,611.5
吉林省,1974年,65.11,319,1419.8,,4903,137000.0,,2034.5,22.11,12.12,30.9,121762,121978,5700,750,614.7
吉林省,1975年,72.31,350,1443.4,,1886,154459.0,,2063.9,21.24,12.6,38.5,123205,127109,2623,737,620.5
吉林省,1976年,67.32,321,1460,,1857,124218.0,,2092.6,16.81,13.04,37.5,125411,123430,3100,1205,632.6
吉林省,1977年,72.91,343,1481.6,,1803,117327.0,,2117.9,19.8,14,39.2,133463,122703,2800,995,636.3
吉林省,1978年,81.98,381.0,1484.8,24.47,2357,182000.0,28.55,2149.3,23.98,15.04,42.96,163500,164131,3704,1347,659.5
吉林省,1979年,91.12,417.0,1483.4,29.85,4413,195000.0,32.01,2184.6,25.34,16.56,49.22,178768,126531,6067,1654,701.2
吉林省,1980年,98.59,445.0,1487.4,31.84,6625,209000.0,35.92,2210.7,27.24,19.11,52.24,173219,143939,11108,4483,723.3
吉林省,1981年,111.16,496.0,1485.2,36.41,12896,210000.0,38.72,2230.9,34.31,20.32,56.53,158731,107224,17196,4300,745.7
吉林省,1982年,121.67,538.0,1443.9,39.76,13207,275000.0,43.73,2257.6,38.4,22.91,60.36,173029,119726,17753,4546,763.7
吉林省,1983年,150.14,658.0,1487.4,49.28,16661,293000.0,47.38,2269.5,56.74,28.02,65.38,194114,141200,21884,5223,782.1
吉林省,1984年,174.39,760.0,1481.4,55.81,24972,409000.0,55.95,2284.5,60.04,33.89,80.46,233400,171700,34046,9074,802.6
吉林省,1985年,200.44,868.0,1461.0,56.42,42712,622000.0,64.11,2298.0,55.74,47.49,97.21,345000,237233,55072,12360,837.0
吉林省,1986年,227.15,977.0,1458.3,61.35,52515,634000.0,76.51,2315.3,64.35,58.5,104.3,501184,295000,71716,19201,857.0
吉林省,1987年,297.49,1269.0,1452.9,69.36,46766.0,770000.0,92.13,2336.4,80.57,77.56,139.36,532000,375000,63946.0,17180,883.5
吉林省,1988年,368.67,1559.0,1448.7,83.21,53214.0,930000.0,120.26,2357.4,92.59,102.51,173.57,613000,433000,70766.0,17552,908.7
吉林省,1989年,391.65,1636.0,1464.6,91.47,68447.0,801000.0,131.82,2395.4,80.53,130.1,181.02,672000,494000,94459.0,26012,930.8
吉林省,1990年,425.28,1746.0,1488.3,95.86,75172.0,935000.0,136.87,2483.0,124.99,118.14,182.15,716700,507000,95272.0,20100.0,951.9
吉林省,1991年,463.47,1878.0,1493.5,101.03,102707.0,1140000.0,154.82,2509.0,120.47,139.98,203.02,791000,625000,134933.0,32226,966.2
吉林省,1992年,509.3,2246.0,1488.6,111.67,130678.0,1511000.0,194.65,2532.0,130.0,124.3,255.0,800000.0,570000.0,192278.0,61600.0,985.4
吉林省,1993年,671.95,2685.0,1474.9,125.93,120472.0,2482900.0,238.98,2555.0,156.05,163.91,351.99,1031000.0,798000.0,250542.0,130070.0,1021.2
吉林省,1994年,937.73,3657.0,1465.2,156.13,136597.0,3025000.0,317.5,2574.0,257.86,282.96,396.91,1046000,513000.0,279080.0,142483.0,1050.4
吉林省,1995年,1137.23,4402.0,1473.1,191.08,141900.0,3418500.0,395.09,2592.0,301.85,360.16,475.22,1209000.0,633000.0,271400.0,151031.0,1077.8
吉林省,1996年,1346.79,5178.0,1484.6,220.07,97188.0,3080000.0,464.43,2610.0,373.58,436.16,537.05,1455266.0,764000.0,210366.0,113177.0,1094.5
吉林省,1997年,1450.4,5515.0,1484.2,238.84,93233.0,2885000.0,534.01,2628.0,375.1,505.2,570.1,1678000.0,829000.0,185359.0,92126.0,1115.9
吉林省,1998年,1577.05,5983.0,1480.3,234.53,74809.0,3506000.0,542.6,2644.0,426.66,564.74,585.65,1901000.0,936400.0,165191.0,90382.0,1122.4
吉林省,1999年,1672.96,6311.0,1484.2,225.5,101878.0,4988000.0,557.7,2658.0,420.44,598.0,654.52,2346231.0,1013000.0,221234.0,119357.0,1131.9
吉林省,2000年,1751.35,6646.0,1484.3,253.4,124443.0,5868600.0,591.7,2682.0,395.32,680.3,675.73,2606700.0,1038267.0,255400.0,131200.0,1143.0
吉林省,2001年,2032.48,7076.0,1482.4,268.5,146154.0,5801800.0,638.2,2691.0,409.6,742.04,880.84,3264343.0,1211015.0,320671.0,174516.0,1154.7
吉林省,2002年,2043.09,7581.0,1471.6,269.9,176849.0,8080000.0,707.6,2699.0,441.6,808.0,793.49,3626200.0,1315000.0,370248.0,193398.0,1177.8
吉林省,2003年,2141.03,7925.0,1463.2,256.3,218228.0,9690000.0,859.4,2704.0,486.71,848.6,805.72,4092300.0,1540033.0,614841.0,396613.0,1195.4
吉林省,2004年,2455.21,9073.0,1459.5,277.6,171475.0,11716000.0,967.2,2709.0,562.32,989.48,903.41,5078000.0,1663000.0,679045.0,507570.0,1202.4
吉林省,2005年,2776.53,10237.0,1463.1,323.21,246616.0,15959200.0,1084.66,2716.0,618.67,1155.45,1002.41,6311000.0,2072000.0,652805.0,406190.0,1206.3
吉林省,2006年,3226.47,11864.0,1470.7,381.48,299856.0,28043000.0,1171.42,2723.0,640.2,1489.08,1097.19,7184000.0,2452100.0,791595.0,491739.0,1208.8
吉林省,2007年,4080.34,14966.0,1480.2,431.12,385514.0,40032000.0,1388.68,2730.0,755.22,1847.46,1477.66,8838000.0,3207000.0,1029576.0,644061.0,1215.9
吉林省,2008年,6424.0,23514.0,1485.7,493.1,477163.0,51310000.0,1582.55,2734.0,917.0,2443.0,3065.0,11801223.0,4228000.0,1333213.0,856050.0,1224.8
吉林省,2009年,7203.2,26319.0,1492.7,542.2,313000.0,64113000.0,1761.8,2740.0,980.5,2730.7,3492.0,14792100.0,4871000.0,1174241.0,861747.0,1226.8
吉林省,2010年,8668.0,31599.0,1481.7,595.6,447585.0,78704000.0,1915.0,2747.0,1050.0,3111.0,4506.0,17872500.0,6024100.0,1684518.0,1236933.0,1242.1
吉林省,2011年,7734.64,28270.0,1417.4,799.3,499772.0,74417000.0,2171.5,2725.0,1105.87,3697.35,2931.42,22017400.0,8501000.0,2206093.0,1706321.0,1309.1
吉林省,2012年,8678.02,32005.0,1434.8,891.2,598268.0,95115000.0,2484.7,2698.0,1195.63,4167.24,3315.15,24712000.0,10412500.0,2456301.0,1858033.0,1266.7
吉林省,2013年,12981.5,47191.0,1420.0867,984.66,676000.0,98800000.0,2777.33,2668.0,1509.3,4613.9,6858.2,27448100.0,11569600.0,2583174.0,1909283.0,1258.4623
吉林省,2014年,13803.14,50160.0,1423.4792,977.8,577759.0,113396000.0,2782.1,2642.0,1270.21,4891.48,3804.85,29132500.0,12033800.0,2638079.0,2060320.0,1247.8476
吉林省,2015年,14063.13,51086.0,1373.1,1093.3,461375.0,125085900.0,2934.1,2613.0,1270.64,4909.6,3837.76,32171000.0,12293500.0,1887739.0,1426364.0,
吉林省,2016年,14776.8,53868.0,1341.8,1033.9,420201.0,137732000.0,2768.6,2567.0,1130.05,5395.53,3901.42,35860900.0,12637800.0,1845289.0,1425088.0,
吉林省,2017年,14944.53,54838.0,,1089.0,441936.0,131309000.0,3009.8,2526.0,1095.36,5831.19,3995.45,37257200.0,12109100.0,1854297.0,1412361,
吉林省,2018年,15074.62,55611.0,,,494437.0,133278000,,2484.0,1160.71,6041.58,4051.52,37385900.0,12408900.0,2067916.0,1573480,
吉林省,2019年,11726.8,43475.0,,,470000.0,111552000,,2448.0,1287.3,6304.7,4134.8,39334200,11169000,1890412.0,1420030,
吉林省,2020年,12311.3,50800.0,,,420000.0,,,2399.0,1553.0,6432.1,4326.2,41271700.0,10850200.0,1852633.0,1432000.0,
吉林省,2021年,13235.5,55450.0,,,547000.0,,,2375.0,1553.8,6913.4,4768.3,36968400.0,11439800.0,2324000.0,1777000.0,
吉林省,2022年,13070.2,55347.0,,,,,,2348.0,1689.1,6752.8,4628.3,,,2338000.0,,
四川省,1949年,26.15,59,,,,,,5730,18.21,5.1,2.84,,,,,
四川省,1950年,32.46,,,,,2000,,4259.6,23.11,6.46,2.89,10100,44219,,,
四川省,1951年,37.26,,,,,13000,,4390.4,25.37,7.32,4.57,21000,71800,,,
四川省,1952年,24.61,69,5494,,,13300.0,,6411.0,14.56,6.38,4.6,35100,81700,,,717
